"","X","Y","OBJECTID","LU","DESCR","Shape__Are","Shape__Len","xcoord","ycoord"
"76",577021.018,2851488.00361,1311,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",668.75195,136.9964,577021.018,2851488.00361
"343",575078.68705,2850405.21022,6220,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",3145.66797,230.35088,575078.68705,2850405.21022
"505",576408.62389,2849955.07663,8453,414,"Colleges and Universities, Including Research Centers, Public and Private.",4710.20312,346.52431,576408.62389,2849955.07663
"520",574672.25629,2851324.08257,8718,414,"Colleges and Universities, Including Research Centers, Public and Private.",739.66992,114.19562,574672.25629,2851324.08257
"538",568742.16378,2850226.62814,11062,414,"Colleges and Universities, Including Research Centers, Public and Private.",497.04297,89.81093,568742.16378,2850226.62814
"778",573345.3361,2851396.15763,14348,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",1294.93945,141.36187,573345.3361,2851396.15763
"795",576318.50212,2850251.8022,14707,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",1634.35742,165.651,576318.50212,2850251.8022
"805",577193.03856,2850573.32406,14852,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",519.66016,93.5652,577193.03856,2850573.32406
"840",572075.15477,2850402.33287,15843,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",24425.33789,716.66002,572075.15477,2850402.33287
"899",576369.38582,2849847.98775,16956,414,"Colleges and Universities, Including Research Centers, Public and Private.",11539.0293,445.23577,576369.38582,2849847.98775
"900",571348.73625,2849827.77121,16960,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",1366.6875,147.87038,571348.73625,2849827.77121
"988",576506.51425,2851224.987,19714,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",821.1543,130.26781,576506.51425,2851224.987
"1221",568603.77588,2850144.84659,22991,414,"Colleges and Universities, Including Research Centers, Public and Private.",3873.03906,256.43544,568603.77588,2850144.84659
"1228",577053.41331,2850828.99764,23109,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",637.62891,114.06951,577053.41331,2850828.99764
"1422",576278.73752,2849649.3937,24943,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",2600.82812,237.51678,576278.73752,2849649.3937
"1514",575546.55398,2848678.70196,29143,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",697.49023,106.57726,575546.55398,2848678.70196
"1570",572324.71626,2850314.8466,31472,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",912.5,120.95553,572324.71626,2850314.8466
"1762",577986.66372,2847968.28325,36351,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",1484.02344,152.80324,577986.66372,2847968.28325
"1783",570429.79137,2851013.48628,36632,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",7830.9668,440.26399,570429.79137,2851013.48628
"1981",577178.5999,2851075.22123,39722,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",68211.52734,1107.92994,577178.5999,2851075.22123
"2038",576396.92459,2849931.03179,40556,414,"Colleges and Universities, Including Research Centers, Public and Private.",9452.05273,605.66971,576396.92459,2849931.03179
"2061",575942.26091,2850780.37929,40960,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",42238.69336,903.21801,575942.26091,2850780.37929
"2128",575979.80634,2849655.99945,38083,414,"Colleges and Universities, Including Research Centers, Public and Private.",514.86523,100.35161,575979.80634,2849655.99945
"2129",573655.92165,2850544.66727,38101,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",8964.18164,372.92366,573655.92165,2850544.66727
"2346",575365.48575,2851198.99551,45759,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",453.14062,110.05224,575365.48575,2851198.99551
"2364",576711.77079,2847297.94117,44086,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",14869.11523,541.14037,576711.77079,2847297.94117
"2546",575410.06638,2851278.494,49349,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",777.72852,124.83076,575410.06638,2851278.494
"2552",576217.87895,2851341.88337,49452,414,"Colleges and Universities, Including Research Centers, Public and Private.",645.83398,102.35936,576217.87895,2851341.88337
"2572",577035.28844,2851116.44554,49788,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",346.31641,74.98285,577035.28844,2851116.44554
"2597",575612.46152,2847292.10674,50440,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",822.17188,123.08006,575612.46152,2847292.10674
"2644",570850.13801,2850305.46565,53356,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",1424.17773,149.08543,570850.13801,2850305.46565
"2801",576872.62195,2849589.12523,52214,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",5783.85547,443.1792,576872.62195,2849589.12523
"2919",577672.25998,2849717.96895,56267,414,"Colleges and Universities, Including Research Centers, Public and Private.",590.04492,107.4834,577672.25998,2849717.96895
"2927",573509.44716,2850641.80742,56429,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",61362.04883,1202.93844,573509.44716,2850641.80742
"2999",577937.08171,2850406.73565,57670,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",712.31445,109.93112,577937.08171,2850406.73565
"3303",576547.87801,2849677.5505,63562,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",2022.87891,188.40333,576547.87801,2849677.5505
"3389",576585.20191,2850448.47873,65127,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",19669.66406,600.58304,576585.20191,2850448.47873
"3602",573296.72723,2851152.31394,69196,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",519.87305,99.60274,573296.72723,2851152.31394
"3628",577281.83416,2850426.32787,69703,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",584.57617,97.63136,577281.83416,2850426.32787
"3840",577031.51508,2851467.09326,73646,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",741.47656,125.3678,577031.51508,2851467.09326
"4091",576667.62946,2851333.964,78199,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",2641.94922,213.16371,576667.62946,2851333.964
"4102",577061.13148,2850646.22646,78473,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",800.20312,120.5443,577061.13148,2850646.22646
"4110",575637.87141,2848050.73896,78654,414,"Colleges and Universities, Including Research Centers, Public and Private.",493.31445,89.66376,575637.87141,2848050.73896
"4113",573547.26296,2851150.37145,78705,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",1525.23828,151.09354,573547.26296,2851150.37145
"4139",577096.67311,2849845.91328,79251,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",681.26562,104.16838,577096.67311,2849845.91328
"4181",576365.28328,2849756.46985,81164,414,"Colleges and Universities, Including Research Centers, Public and Private.",9819.02344,407.32366,576365.28328,2849756.46985
"4233",569167.12777,2850297.58251,80278,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",1480.28516,168.6069,569167.12777,2850297.58251
"4455",574796.66769,2851246.62235,86989,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",1007.16211,127.12997,574796.66769,2851246.62235
"4527",572892.10492,2851146.56648,88367,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",1155.73633,135.985,572892.10492,2851146.56648
"4530",571589.98389,2850330.64357,88376,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",1916.58008,175.84501,571589.98389,2850330.64357
"4588",576378.74672,2849467.83796,87619,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",7090.63867,394.09841,576378.74672,2849467.83796
"4666",575211.81195,2851270.91701,89990,414,"Colleges and Universities, Including Research Centers, Public and Private.",670.96289,123.92244,575211.81195,2851270.91701
"4948",577182.98873,2851287.02936,94091,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",2345.35547,197.14967,577182.98873,2851287.02936
"5039",577481.17555,2848429.15991,96822,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",36273.29688,756.12756,577481.17555,2848429.15991
"5084",576601.34829,2850284.68922,97908,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",52984.92578,994.6355,576601.34829,2850284.68922
"5110",573908.23107,2850085.14881,98371,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",914.61523,128.718,573908.23107,2850085.14881
"5111",576455.624,2850234.48833,98398,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",5144.18555,340.74349,576455.624,2850234.48833
"5197",574921.75436,2851261.64156,99290,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",4289.01562,265.50647,574921.75436,2851261.64156
"5248",573731.41397,2851041.85544,101211,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",6389.47461,366.85476,573731.41397,2851041.85544
"5298",577063.42869,2850127.3903,102224,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",4190.82617,260.57968,577063.42869,2850127.3903
"5395",577389.67126,2849425.47553,104201,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",20249.99023,610.99635,577389.67126,2849425.47553
"5416",577046.14332,2851034.07703,104718,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",750.72852,115.92483,577046.14332,2851034.07703
"5615",570770.32318,2849821.74585,108578,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",13384.36133,465.54964,570770.32318,2849821.74585
"5750",576464.79039,2850326.26038,110546,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",2652.44531,272.23086,576464.79039,2850326.26038
"5754",577289.41201,2850366.66154,110619,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",1632,163.46965,577289.41201,2850366.66154
"5776",568367.86421,2849630.23443,110977,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",2663.5918,208.19124,568367.86421,2849630.23443
"5939",575272.38536,2849902.75297,114325,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",40061.84961,1032.28822,575272.38536,2849902.75297
"5941",576063.52863,2849817.83354,114355,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",2745.05664,206.83873,576063.52863,2849817.83354
"5953",576231.57494,2850217.25685,114584,414,"Colleges and Universities, Including Research Centers, Public and Private.",8498.96875,370.46639,576231.57494,2850217.25685
"5972",576380.7533,2848652.00111,114878,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",1247.44336,141.30528,576380.7533,2848652.00111
"5987",577628.22913,2850594.05683,116346,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",603.82031,130.71344,577628.22913,2850594.05683
"6709",576316.9918,2851345.17334,126370,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",4582.80859,316.01561,576316.9918,2851345.17334
"6837",575856.93844,2851471.47826,127730,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",62204.69531,1155.9857,575856.93844,2851471.47826
"6960",579179.13799,2852976.47076,557,414,"Colleges and Universities, Including Research Centers, Public and Private.",20813.23438,614.7363,579179.13799,2852976.47076
"6994",577606.13564,2854848.38351,3454,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",4887.67383,295.48459,577606.13564,2854848.38351
"6995",578871.53904,2852248.45606,3481,414,"Colleges and Universities, Including Research Centers, Public and Private.",6248.35156,309.29323,578871.53904,2852248.45606
"7110",579263.46076,2852675.55884,6662,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",4236.68945,278.75686,579263.46076,2852675.55884
"7266",579646.82643,2851915.70173,10267,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",435.19336,103.8099,579646.82643,2851915.70173
"7311",577659.40641,2854699.34088,12515,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",32020.86328,709.34226,577659.40641,2854699.34088
"7349",579304.02374,2852689.70358,13505,414,"Colleges and Universities, Including Research Centers, Public and Private.",720.75781,114.42099,579304.02374,2852689.70358
"7650",577627.12381,2853536.52216,22546,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",57443.7207,1527.12207,577627.12381,2853536.52216
"7689",577397.02511,2853255.47486,23474,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",710.6582,120.20704,577397.02511,2853255.47486
"7722",576967.62157,2855030.73504,25230,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",900.00781,118.11962,576967.62157,2855030.73504
"7888",578431.39824,2852431.59577,29190,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",947.09766,133.86478,578431.39824,2852431.59577
"7962",577456.06453,2854748.95708,30190,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",55414.57422,1122.26111,577456.06453,2854748.95708
"8030",577993.63502,2852383.53486,33343,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",3398.22852,278.92145,577993.63502,2852383.53486
"8493",578912.79776,2854082.832,44058,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",17511.38477,749.57132,578912.79776,2854082.832
"8563",579329.51039,2852422.79881,47713,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",1300.49414,145.5332,579329.51039,2852422.79881
"8638",577982.93603,2853838.8058,49968,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",2412.5918,193.40593,577982.93603,2853838.8058
"8826",579427.83822,2850914.69145,55596,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",1000.4082,159.08886,579427.83822,2850914.69145
"8879",578068.71569,2852140.94293,57004,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",1922.99023,179.11827,578068.71569,2852140.94293
"8919",579681.89454,2853916.70499,57988,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",4960.18555,332.70758,579681.89454,2853916.70499
"8930",579371.05997,2852966.50408,58197,414,"Colleges and Universities, Including Research Centers, Public and Private.",29954.17773,706.52932,579371.05997,2852966.50408
"9118",577681.39538,2854584.83274,63592,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",590.12891,115.47943,577681.39538,2854584.83274
"9258",575262.17741,2852174.60722,66339,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",1220.00391,139.7212,575262.17741,2852174.60722
"9777",577668.42941,2854821.05368,84239,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",14996.63281,596.68168,577668.42941,2854821.05368
"9824",576495.26882,2852082.36176,83736,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",2491.50977,214.83003,576495.26882,2852082.36176
"9885",576247.92726,2852421.60578,86277,414,"Colleges and Universities, Including Research Centers, Public and Private.",1825.93945,236.64267,576247.92726,2852421.60578
"9894",574376.90832,2851537.89052,86560,414,"Colleges and Universities, Including Research Centers, Public and Private.",11467.68555,468.77704,574376.90832,2851537.89052
"10005",575851.30658,2852568.91373,87481,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",18826.89062,565.6113,575851.30658,2852568.91373
"10033",579214.64709,2854341.55656,89110,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",9071.55078,444.7445,579214.64709,2854341.55656
"10238",579131.97869,2852271.49685,95566,414,"Colleges and Universities, Including Research Centers, Public and Private.",7216.58398,349.73925,579131.97869,2852271.49685
"10407",579545.38489,2852893.8439,100459,414,"Colleges and Universities, Including Research Centers, Public and Private.",39655.26562,912.14266,579545.38489,2852893.8439
"10551",578774.12595,2852470.08787,103430,414,"Colleges and Universities, Including Research Centers, Public and Private.",7555.00977,361.88125,578774.12595,2852470.08787
"10576",577490.28571,2854141.34865,104232,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",22902.13281,628.19275,577490.28571,2854141.34865
"10812",579329.29354,2852351.55564,111617,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",972.76953,136.02456,579329.29354,2852351.55564
"10822",578686.59433,2854509.43432,111985,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",753.15234,131.70082,578686.59433,2854509.43432
"10846",576836.5059,2852154.42411,110802,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",3667.72656,244.96439,576836.5059,2852154.42411
"11023",577012.55726,2854042.35577,116296,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",1813.95117,170.92003,577012.55726,2854042.35577
"11061",578670.95709,2851229.58219,119085,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",3903.94727,299.51468,578670.95709,2851229.58219
"11190",578843.73189,2852140.9294,117604,414,"Colleges and Universities, Including Research Centers, Public and Private.",18358.61523,598.67724,578843.73189,2852140.9294
"11315",578670.83306,2851310.28386,118038,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",3110.99805,228.01718,578670.83306,2851310.28386
"11632",578737.01963,2851305.03476,124526,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",2063.94141,181.76282,578737.01963,2851305.03476
"12119",579528.92155,2848693.96767,4396,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",2059.33984,181.58595,579528.92155,2848693.96767
"12477",578170.90214,2850317.23264,22045,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",871.57422,135.98007,578170.90214,2850317.23264
"12486",579026.17364,2850574.06042,22520,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",1908.98047,182.14374,579026.17364,2850574.06042
"12504",580283.54474,2849588.85441,23358,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",996.40625,144.00004,580283.54474,2849588.85441
"12520",578813.33132,2848297.25858,25149,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",2565.98633,233.08036,578813.33132,2848297.25858
"12838",579264.80061,2848491.62163,40366,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",2648.84766,206.69264,579264.80061,2848491.62163
"12916",578820.43016,2850366.67973,43121,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",16577.89258,531.3637,578820.43016,2850366.67973
"12932",579422.8046,2848497.45241,43894,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",6850.41602,409.97671,579422.8046,2848497.45241
"12949",579987.03527,2851614.27819,46859,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",3283.17383,232.85256,579987.03527,2851614.27819
"12950",579075.53198,2850481.52083,46875,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",3245.30469,259.44926,579075.53198,2850481.52083
"13076",580592.66946,2848734.73609,51083,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",2397.1875,212.81647,580592.66946,2848734.73609
"13126",580123.11305,2851957.02613,55047,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",16980.71289,534.59314,580123.11305,2851957.02613
"13148",578820.2636,2850476.1108,56028,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",5990.14648,346.11892,578820.2636,2850476.1108
"13263",579089.66638,2848356.44531,61713,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",1953.14062,174.07407,579089.66638,2848356.44531
"13272",579649.04437,2850292.9894,62039,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",8956.48633,379.87455,579649.04437,2850292.9894
"13342",578398.43593,2849804.90957,65506,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",551.21289,95.16717,578398.43593,2849804.90957
"13445",578465.22182,2848451.29017,71434,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",37256.04102,778.77101,578465.22182,2848451.29017
"13621",579329.81129,2849768.81946,81201,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",1130.16797,146.72627,579329.81129,2849768.81946
"13941",579118.85415,2850592.48907,96011,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",12740.44141,483.93007,579118.85415,2850592.48907
"14027",578853.72645,2849153.81789,100801,412,"Private Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",26802.625,669.93871,578853.72645,2849153.81789
"14042",578916.08832,2850446.70624,99605,411,"Public Schools, Including Playgrounds (K-12, Vocational Ed., Day Care and Child Nurseries).",570.71094,101.57063,578916.08832,2850446.70624
