"","X","Y","OBJECTID","LU","DESCR","Shape__Are","Shape__Len","xcoord","ycoord"
"8614",575943.07075,2853080.22907,49404,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4720.48047,277.12789,575943.07075,2853080.22907
"8622",577933.92182,2853368.43718,49621,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",8017.38477,483.38738,577933.92182,2853368.43718
"8624",577935.99948,2853316.56136,49654,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",8150.62891,486.95192,577935.99948,2853316.56136
"8628",579447.13043,2854361.77652,49699,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2143.1582,276.55776,579447.13043,2854361.77652
"8666",579017.26581,2853638.6148,50785,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",2387.02148,192.52397,579017.26581,2853638.6148
"8668",576455.6642,2854955.98609,50841,450,"Governmental/Public Administration (Other than Military or Penal).",1376.32422,146.70246,576455.6642,2854955.98609
"8675",576867.15053,2853178.62231,50969,339,"Industrial Extensive",811.67578,133.14276,576867.15053,2853178.62231
"8684",577493.49942,2853012.6689,53153,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3257.2832,290.38458,577493.49942,2853012.6689
"8685",575157.96701,2852999.81001,53180,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3969.72266,253.28439,575157.96701,2852999.81001
"8696",579333.45189,2853317.70589,53485,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4208.73242,272.02907,579333.45189,2853317.70589
"8708",576217.25122,2853029.65377,53694,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",6078.60156,383.50036,576217.25122,2853029.65377
"8710",579545.11614,2853309.37192,53730,339,"Industrial Extensive",33.25391,31.95172,579545.11614,2853309.37192
"8716",575818.72146,2852797.52424,53890,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",33670.31445,806.71498,575818.72146,2852797.52424
"8720",579302.28223,2853187.2121,54087,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4332.63086,314.27094,579302.28223,2853187.2121
"8726",577899.40241,2852543.63102,54334,450,"Governmental/Public Administration (Other than Military or Penal).",3342.18555,245.6352,577899.40241,2852543.63102
"8727",578584.9199,2851327.81903,54355,113,"Office Building.",6050.22461,503.61541,578584.9199,2851327.81903
"8731",579457.20083,2852855.33707,54577,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2133.20703,206.49076,579457.20083,2852855.33707
"8739",576870.1185,2853121.18101,54863,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2422.94922,196.90606,576870.1185,2853121.18101
"8747",576346.20214,2852610.76412,51052,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",986.22461,150.18451,576346.20214,2852610.76412
"8757",578797.38423,2851451.86763,51245,450,"Governmental/Public Administration (Other than Military or Penal).",17811.76367,526.68544,578797.38423,2851451.86763
"8774",579408.73506,2853297.85759,51719,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",8256.42773,524.92387,579408.73506,2853297.85759
"8785",578722.49295,2854378.74398,52149,450,"Governmental/Public Administration (Other than Military or Penal).",1.25781,176.96174,578722.49295,2854378.74398
"8790",575618.00787,2854796.62041,52405,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",20196.61719,599.30131,575618.00787,2854796.62041
"8835",579399.97034,2853191.72143,55907,339,"Industrial Extensive",6508.97852,402.5972,579399.97034,2853191.72143
"8843",576431.97686,2854824.28664,56156,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",17765.18945,590.48564,576431.97686,2854824.28664
"8848",577084.28962,2851570.88348,56218,113,"Office Building.",832.03516,114.73655,577084.28962,2851570.88348
"8859",577328.71535,2851673.84805,56434,450,"Governmental/Public Administration (Other than Military or Penal).",4695.16797,267.93201,577328.71535,2851673.84805
"8875",579447.68525,2854528.19524,56881,113,"Office Building.",595.04883,103.4112,579447.68525,2854528.19524
"8888",578799.56892,2853290.84523,57149,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3687.74219,268.61516,578799.56892,2853290.84523
"8901",577153.99061,2853029.10829,57519,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1537.13281,175.3016,577153.99061,2853029.10829
"8911",578684.53044,2851136.85559,57731,113,"Office Building.",573.99219,101.58162,578684.53044,2851136.85559
"8924",576201.84176,2851613.02092,58059,113,"Office Building.",3142.73047,291.72395,576201.84176,2851613.02092
"8956",577986.14026,2853947.34813,58997,113,"Office Building.",1387.78125,146.17233,577986.14026,2853947.34813
"8967",577110.27906,2852184.23339,60272,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",17593.97852,710.98143,577110.27906,2852184.23339
"8972",579686.40321,2854339.30287,60358,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",10253.91016,405.34227,579686.40321,2854339.30287
"9002",576552.09694,2853221.97544,59389,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",11606.99023,503.26737,576552.09694,2853221.97544
"9003",578419.30905,2852445.19374,59414,113,"Office Building.",936.37891,133.08682,578419.30905,2852445.19374
"9005",579356.37619,2853171.15681,59463,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1386.03125,154.37594,579356.37619,2853171.15681
"9018",577317.78399,2853340.38571,59792,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",9959.31055,515.97272,577317.78399,2853340.38571
"9028",578441.89299,2854694.11486,59999,113,"Office Building.",8140.87695,357.25124,578441.89299,2854694.11486
"9033",578271.60929,2853330.2617,61124,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2039.27344,182.27366,578271.60929,2853330.2617
"9053",577901.20126,2852181.37484,61592,113,"Office Building.",896.20508,118.25391,577901.20126,2852181.37484
"9064",578598.9395,2852970.41768,61871,450,"Governmental/Public Administration (Other than Military or Penal).",7402.10352,367.90057,578598.9395,2852970.41768
"9070",576677.44094,2853040.17402,61937,339,"Industrial Extensive",858.23242,134.3287,576677.44094,2853040.17402
"9082",577154.23145,2852329.53277,62283,339,"Industrial Extensive",11327.95703,649.50004,577154.23145,2852329.53277
"9097",579676.27726,2854014.29615,62816,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2569.93359,203.0327,579676.27726,2854014.29615
"9109",579565.16363,2853433.13977,63204,450,"Governmental/Public Administration (Other than Military or Penal).",619.68555,112.1268,579565.16363,2853433.13977
"9115",576883.5671,2854618.21594,63439,113,"Office Building.",1936.86133,176.15402,576883.5671,2854618.21594
"9143",579260.71274,2851007.58877,64175,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1641.31836,165.68969,579260.71274,2851007.58877
"9152",578070.83969,2853021.36973,64396,342,"Industrial Intensive, Office type of use",1175.84961,141.65474,578070.83969,2853021.36973
"9160",576875.76459,2852256.36288,64681,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",32300.49609,1012.75615,576875.76459,2852256.36288
"9172",577869.47913,2853142.2972,64898,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3386.23047,242.7921,577869.47913,2853142.2972
"9176",576270.38605,2854821.73711,64998,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",10919.91016,426.98975,576270.38605,2854821.73711
"9208",579438.29094,2851047.51159,65855,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3131.05078,288.41343,579438.29094,2851047.51159
"9211",576955.74812,2852093.27627,65924,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",1702.03906,166.32831,576955.74812,2852093.27627
"9212",576965.12444,2853125.64931,65949,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4629.99023,287.90254,576965.12444,2853125.64931
"9215",579534.60557,2853431.75805,67177,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1064.77734,134.07081,579534.60557,2853431.75805
"9220",576638.22853,2853112.08459,67312,345,"Industrial intensive, Commercial Condominium type of use",3306.80273,232.57003,576638.22853,2853112.08459
"9235",577319.87258,2853289.63523,67791,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",6771.04688,486.54062,577319.87258,2853289.63523
"9240",577787.83725,2853051.64607,67922,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",808.29297,131.80839,577787.83725,2853051.64607
"9254",579381.33417,2854767.5139,66251,450,"Governmental/Public Administration (Other than Military or Penal).",7462.35352,460.80716,579381.33417,2854767.5139
"9268",578915.12734,2854695.79669,66583,113,"Office Building.",1060.09375,134.71011,578915.12734,2854695.79669
"9270",578191.69562,2852046.1092,66592,113,"Office Building.",1013.29688,139.38036,578191.69562,2852046.1092
"9306",579618.18464,2851171.08813,68503,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1189.24609,143.40902,579618.18464,2851171.08813
"9341",579550.37406,2852004.93452,69591,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",13199.89258,510.1705,579550.37406,2852004.93452
"9360",576431.67738,2852893.68832,70212,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",5843.80664,321.06743,576431.67738,2852893.68832
"9361",577027.27368,2851681.91367,70271,113,"Office Building.",515.00391,126.0078,577027.27368,2851681.91367
"9372",576453.42001,2854650.34674,70608,339,"Industrial Extensive",821.1875,123.29197,576453.42001,2854650.34674
"9377",577962.59469,2853038.52822,70670,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",8534.42578,369.64889,577962.59469,2853038.52822
"9383",577590.68511,2853045.13307,70838,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4160.01367,270.27116,577590.68511,2853045.13307
"9392",573941.57513,2852855.98032,71082,450,"Governmental/Public Administration (Other than Military or Penal).",1209.03125,206.09405,573941.57513,2852855.98032
"9410",578389.1436,2851900.30728,71784,450,"Governmental/Public Administration (Other than Military or Penal).",9996.9082,411.21101,578389.1436,2851900.30728
"9419",577608.35638,2853123.1006,72015,339,"Industrial Extensive",1315.57617,146.23609,577608.35638,2853123.1006
"9433",578497.68307,2852114.3164,72427,450,"Governmental/Public Administration (Other than Military or Penal).",17588.49023,514.52883,578497.68307,2852114.3164
"9450",579492.20424,2854344.4655,72952,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2834.125,231.43391,579492.20424,2854344.4655
"9479",576514.07737,2854703.78014,73616,339,"Industrial Extensive",1378.15039,146.20382,576514.07737,2854703.78014
"9480",579366.14449,2853628.63388,73635,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1240.25586,145.45988,579366.14449,2853628.63388
"9486",577834.90752,2853961.47985,73824,113,"Office Building.",3550.68945,252.34338,577834.90752,2853961.47985
"9497",579439.00511,2853215.37322,74183,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2630.04102,206.20941,579439.00511,2853215.37322
"9518",578093.36835,2852137.96735,74757,113,"Office Building.",793.72461,136.94225,578093.36835,2852137.96735
"9523",579489.66721,2853500.48061,74855,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1126.0332,137.84074,579489.66721,2853500.48061
"9527",579506.79096,2853183.54305,74924,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1702.46289,167.41815,579506.79096,2853183.54305
"9532",578214.09074,2853026.71649,75096,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3395.74219,233.34037,578214.09074,2853026.71649
"9534",579234.81237,2853260.39365,75124,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1378.18945,149.99033,579234.81237,2853260.39365
"9542",579532.68129,2854009.33779,75281,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3376.70508,235.5639,579532.68129,2854009.33779
"9572",579440.44271,2853336.65186,76217,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",437.0625,87.94291,579440.44271,2853336.65186
"9579",576465.72655,2853214.85808,76392,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1772.75781,171.4535,576465.72655,2853214.85808
"9587",577578.6344,2853196.4505,76734,339,"Industrial Extensive",514.7832,95.89111,577578.6344,2853196.4505
"9606",576448.51029,2853370.60337,77284,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",851.28125,136.01524,576448.51029,2853370.60337
"9617",579587.45294,2851234.55412,77601,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1495.75781,156.83855,579587.45294,2851234.55412
"9623",578227.45476,2853069.48679,77765,339,"Industrial Extensive",1646.82617,160.75318,578227.45476,2853069.48679
"9646",578511.09447,2853901.88892,78584,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3130.41992,226.46271,578511.09447,2853901.88892
"9650",578736.74108,2853488.51611,78689,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",11021.38672,536.50258,578736.74108,2853488.51611
"9654",579482.18156,2851687.27605,78862,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1964.85938,179.04082,579482.18156,2851687.27605
"9658",577359.44617,2853219.3392,79072,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",9564.98438,640.60607,577359.44617,2853219.3392
"9660",575219.66563,2854751.45919,79104,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",26322.58594,698.53473,575219.66563,2854751.45919
"9663",578995.97019,2851913.10048,79154,450,"Governmental/Public Administration (Other than Military or Penal).",7345.0918,739.65881,578995.97019,2851913.10048
"9680",577933.05277,2853423.89116,79521,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",10266.42773,507.71401,577933.05277,2853423.89116
"9687",575104.6676,2853051.03253,79750,342,"Industrial Intensive, Office type of use",2336.88867,198.75759,575104.6676,2853051.03253
"9705",579347.40523,2853753.49807,81274,450,"Governmental/Public Administration (Other than Military or Penal).",42578.63672,820.88857,579347.40523,2853753.49807
"9727",577374.26477,2853116.23461,81778,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1644.48633,260.24948,577374.26477,2853116.23461
"9754",576835.89897,2853219.61843,80676,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",854.60156,134.15838,576835.89897,2853219.61843
"9755",579160.55869,2853766.93955,80679,450,"Governmental/Public Administration (Other than Military or Penal).",14602.43945,677.68417,579160.55869,2853766.93955
"9762",574438.69525,2852948.58026,80802,450,"Governmental/Public Administration (Other than Military or Penal).",6558.82812,334.51229,574438.69525,2852948.58026
"9779",578520.9611,2851832.15158,84306,450,"Governmental/Public Administration (Other than Military or Penal).",6199.6875,364.59522,578520.9611,2851832.15158
"9783",577473.11386,2853345.75786,84541,339,"Industrial Extensive",4788.81055,296.4315,577473.11386,2853345.75786
"9790",578750.44651,2853345.31369,84847,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",7381.99414,495.10422,578750.44651,2853345.31369
"9791",578242.22025,2854671.41215,84899,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",866.36133,134.21195,578242.22025,2854671.41215
"9793",577771.28046,2854150.10623,84923,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1041.25391,125.77518,577771.28046,2854150.10623
"9815",579300.58855,2853601.41228,83519,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2947.41797,256.02928,579300.58855,2853601.41228
"9827",578271.26015,2854609.48632,83827,113,"Office Building.",1398.05664,153.47505,578271.26015,2854609.48632
"9829",576342.50837,2853364.75508,83959,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",859.96289,131.73671,576342.50837,2853364.75508
"9831",579304.13968,2853114.56724,82012,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2240.23633,188.71649,579304.13968,2853114.56724
"9840",578299.56173,2853131.07974,82282,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4745.26758,286.41926,578299.56173,2853131.07974
"9849",577692.82785,2852942.37114,82504,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",629.90234,114.83183,577692.82785,2852942.37114
"9852",576513.38718,2854727.95903,82556,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",839.73242,123.06941,576513.38718,2854727.95903
"9861",579391.34797,2854248.47548,82725,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2791.4375,209.96556,579391.34797,2854248.47548
"9869",577694.0664,2853105.70598,82856,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",897.61328,134.25269,577694.0664,2853105.70598
"9873",575524.5927,2852939.43087,82920,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",7707.08789,427.624,575524.5927,2852939.43087
"9876",576344.80787,2853170.91187,86005,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",5776.36328,368.89495,576344.80787,2853170.91187
"9890",579497.63875,2853379.55766,86422,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",715.35938,129.31855,579497.63875,2853379.55765
"9895",577545.31248,2853003.32616,86563,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",689.60352,116.23685,577545.31248,2853003.32616
"9922",579470.16262,2851523.95876,85140,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",722.00195,115.80147,579470.16262,2851523.95876
"9934",578133.99668,2853431.55715,85414,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",10199.4082,515.77411,578133.99668,2853431.55715
"9944",574762.89709,2853092.94554,85613,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",76758.98242,1312.31124,574762.89709,2853092.94554
"9948",577411.66835,2852998.78991,85740,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1609.35742,160.83905,577411.66835,2852998.78991
"9970",579663.03493,2851870.09216,88570,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2949.36914,234.61246,579663.03493,2851870.09216
"9981",576646.11121,2853041.73462,88810,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",5754.17773,396.88198,576646.11121,2853041.73462
"9995",576940.99913,2853187.72134,87119,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3135.77734,227.23197,576940.99913,2853187.72134
"10003",578498.28141,2851916.31811,87414,450,"Governmental/Public Administration (Other than Military or Penal).",9025.00391,391.20226,578498.28141,2851916.31811
"10013",577716.67954,2852237.25882,87695,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4309.68945,266.81464,577716.67954,2852237.25882
"10054",577650.30925,2852123.92428,89843,113,"Office Building.",846.88867,119.89737,577650.30925,2852123.92428
"10065",577763.59231,2853117.47235,89984,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4009.01953,325.45029,577763.59231,2853117.47235
"10072",576938.746,2853252.89867,90105,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",907.36523,135.68084,576938.746,2853252.89867
"10075",578143.42499,2853149.36347,90190,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",17665.22852,597.8269,578143.42499,2853149.36347
"10078",571403.33112,2851622.0849,90210,113,"Office Building.",24594.375,706.38554,571403.33112,2851622.0849
"10109",576282.77694,2853772.58083,90897,113,"Office Building.",5514.68164,330.91925,576282.77694,2853772.58083
"10120",578001.09373,2854706.26059,91369,113,"Office Building.",589.20898,104.49753,578001.09373,2854706.26059
"10133",579486.55881,2854444.82426,91824,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4083.68164,243.86336,579486.55881,2854444.82426
"10149",577966.23897,2852954.27878,92153,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2581.98828,207.46391,577966.23897,2852954.27878
"10154",575859.03101,2853057.46655,92337,113,"Office Building.",524.60547,98.3777,575859.03101,2853057.46655
"10157",579683.92834,2851165.21407,92381,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2217.12305,199.26368,579683.92834,2851165.21407
"10162",577538.49645,2853240.02883,92468,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",9557.75391,559.94142,577538.49645,2853240.02883
"10170",578266.0195,2852013.89779,92553,113,"Office Building.",1879.88281,178.93438,578266.0195,2852013.89779
"10182",575951.94617,2852999.66695,92771,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",7658.13281,522.70442,575951.94617,2852999.66695
"10194",578198.57432,2852941.4633,93138,113,"Office Building.",10153.83594,396.97742,578198.57432,2852941.4633
"10200",579282.92587,2853292.54787,93278,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2569.99219,241.89506,579282.92587,2853292.54787
"10214",574626.77547,2851610.51901,93849,113,"Office Building.",796.0332,113.88905,574626.77547,2851610.51901
"10228",579421.5487,2853627.54002,95226,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2892.09766,230.10987,579421.5487,2853627.54002
"10239",577916.75931,2852485.57806,95577,450,"Governmental/Public Administration (Other than Military or Penal).",1400.51562,150.71674,577916.75931,2852485.57806
"10246",577411.13724,2853043.81423,95732,450,"Governmental/Public Administration (Other than Military or Penal).",0.23438,123.68264,577411.13724,2853043.81423
"10254",577707.42794,2853149.89859,95884,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",828.69141,130.91881,577707.42794,2853149.89859
"10269",577516.93618,2853126.0151,94332,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4185.79297,335.25064,577516.93618,2853126.0151
"10276",575935.85621,2852670.54978,94608,339,"Industrial Extensive",16040.21484,623.75664,575935.85621,2852670.54978
"10280",576845.96018,2852663.30884,94771,450,"Governmental/Public Administration (Other than Military or Penal).",3330.08594,233.58012,576845.96018,2852663.30884
"10310",575423.99951,2854775.13868,96772,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",25488.41211,687.19481,575423.99951,2854775.13868
"10319",577724.32669,2854280.98781,97093,450,"Governmental/Public Administration (Other than Military or Penal).",2263.63477,193.72272,577724.32669,2854280.98781
"10323",578379.3568,2854597.02501,97222,113,"Office Building.",2449.26758,214.96459,578379.3568,2854597.02501
"10327",578376.62877,2852493.25826,97397,113,"Office Building.",1790.88086,169.67487,578376.62877,2852493.25826
"10329",579341.67084,2853571.88892,97450,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",874.22852,118.3686,579341.67084,2853571.88892
"10332",576546.08025,2853312.96941,97554,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4549.00195,274.66241,576546.08025,2853312.96941
"10346",578139.80739,2853324.65652,97719,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",8253.61719,485.02514,578139.80739,2853324.65652
"10355",578729.08093,2851448.82059,98314,113,"Office Building.",348.90625,76.4185,578729.08093,2851448.82059
"10357",578579.39611,2853904.3521,98390,113,"Office Building.",853.75195,132.41778,578579.39611,2853904.3521
"10369",578401.19579,2853335.14073,98658,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3231.68164,241.55818,578401.19579,2853335.14073
"10372",578389.70761,2851328.43181,98682,450,"Governmental/Public Administration (Other than Military or Penal).",1360.14258,148.66886,578389.70761,2851328.43181
"10374",578814.3923,2853091.3383,98729,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4423.07031,276.03169,578814.3923,2853091.3383
"10377",577409.8452,2853039.07204,98781,450,"Governmental/Public Administration (Other than Military or Penal).",1750.00195,168.52047,577409.8452,2853039.07204
"10379",579591.78327,2853329.78748,98843,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",495.80078,107.35071,579591.78327,2853329.78748
"10380",575428.5021,2852924.31936,98876,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3342.9043,305.20922,575428.5021,2852924.31936
"10414",578504.68131,2851294.30767,100729,450,"Governmental/Public Administration (Other than Military or Penal).",2349.23438,194.48044,578504.68131,2851294.30767
"10423",576421.02779,2854726.02273,100962,113,"Office Building.",7877.18945,355.32059,576421.02779,2854726.02273
"10433",575996.44799,2854783.503,99137,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2491.13672,207.22522,575996.44799,2854783.503
"10440",579080.17875,2853263.49479,99249,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1154.65625,142.68777,579080.17875,2853263.49479
"10465",575987.63264,2854828.49733,99781,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3013.92773,240.75579,575987.63264,2854828.49733
"10473",575375.12292,2852921.33018,101044,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1325.29492,148.35164,575375.12292,2852921.33018
"10481",578404.29169,2853130.83035,101318,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2986.99609,258.26799,578404.29169,2853130.83035
"10482",576263.47733,2854723.50324,101344,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",10371.70898,438.14122,576263.47733,2854723.50324
"10515",577940.49615,2853945.1912,102354,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2614.19336,208.75627,577940.49615,2853945.1912
"10517",578222.84536,2852840.86437,102394,113,"Office Building.",5984.79688,312.49339,578222.84536,2852840.86437
"10531",578800.07658,2853972.50144,102817,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1257.61719,176.64421,578800.07658,2853972.50144
"10545",576320.26105,2852894.04652,103244,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2148.41602,196.47612,576320.26105,2852894.04652
"10547",578550.20036,2853214.807,103280,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",41889.07422,804.37423,578550.20036,2853214.807
"10566",577147.79392,2853284.07592,103977,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4232.44922,328.11097,577147.79392,2853284.07592
"10573",577874.39437,2852852.01091,104138,113,"Office Building.",1305.00195,145.95813,577874.39437,2852852.01091
"10579",578080.87683,2853063.79888,104266,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2382.16992,191.97879,578080.87683,2853063.79888
"10584",576505.03121,2853031.00587,104343,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",35504.37695,1273.00681,576505.03121,2853031.00587
"10586",578605.95843,2851942.05679,104405,450,"Governmental/Public Administration (Other than Military or Penal).",1776.13477,232.06403,578605.95843,2851942.05679
"10604",577635.69807,2853843.22761,104949,450,"Governmental/Public Administration (Other than Military or Penal).",4222.05664,360.73738,577635.69807,2853843.22761
"10620",577941.94068,2853137.6728,105420,339,"Industrial Extensive",13017.27344,531.73463,577941.94068,2853137.6728
"10628",577881.1258,2852892.9858,105550,113,"Office Building.",669.75391,125.74893,577881.1258,2852892.9858
"10632",577186.58889,2852989.14644,105659,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1635.56641,163.53429,577186.58889,2852989.14644
"10634",579159.60287,2853184.49494,105706,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",16966.32617,601.93673,579159.60287,2853184.49494
"10655",579513.29386,2853726.49169,107169,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1172.73438,137.02267,579513.29386,2853726.49169
