"","X","Y","OBJECTID","LU","DESCR","Shape__Are","Shape__Len","xcoord","ycoord"
"10659",576984.80807,2853177.86937,107257,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1800.875,170.76579,576984.80807,2853177.86937
"10672",578689.58792,2854687.06993,107541,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2229.79297,189.12426,578689.58792,2854687.06993
"10680",576753.90859,2853173.81456,107754,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1614.15234,164.78725,576753.90859,2853173.81456
"10695",577413.13646,2853139.02539,109311,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",946.30859,134.83185,577413.13646,2853139.02539
"10698",578599.85472,2851600.50752,109366,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",12496.64844,490.32378,578599.85472,2851600.50752
"10701",576867.08383,2853011.06156,109412,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",11393.63086,445.47511,576867.08383,2853011.06156
"10707",579643.27421,2851115.10191,109497,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",121.27344,103.79563,579643.27421,2851115.10191
"10725",578160.08659,2852397.46586,109942,113,"Office Building.",627.96289,108.98476,578160.08659,2852397.46586
"10736",579407.85357,2853580.48138,108237,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1260.25781,144.01241,579407.85357,2853580.48138
"10752",576311.75054,2853363.62177,108864,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2395.3418,195.88239,576311.75054,2853363.62177
"10767",576818.90904,2853789.49869,106279,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",624.68164,117.0271,576818.90904,2853789.49869
"10777",578029.73408,2852148.10182,106593,113,"Office Building.",1083.78711,142.65411,578029.73408,2852148.10182
"10785",577620.93153,2851586.9117,106836,450,"Governmental/Public Administration (Other than Military or Penal).",522.45117,93.85696,577620.93153,2851586.9117
"10793",579443.52251,2853127.56158,111105,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1168.81055,142.24595,579443.52251,2853127.56158
"10804",578910.50343,2853298.01793,111400,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1816.62305,179.09885,578910.50343,2853298.01793
"10820",578267.33646,2852127.99572,111902,113,"Office Building.",1258.39453,162.46237,578267.33646,2852127.99572
"10821",575076.61232,2853110.86418,111962,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3333.72852,237.81586,575076.61232,2853110.86418
"10832",573954.96825,2852910.36218,110275,450,"Governmental/Public Administration (Other than Military or Penal).",10025.98828,553.29458,573954.96825,2852910.36218
"10835",575819.40969,2854776.19815,110382,342,"Industrial Intensive, Office type of use",7005.63281,466.15441,575819.40969,2854776.19815
"10838",577856.67235,2854807.58481,110532,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",702.21289,128.1489,577856.67235,2854807.58481
"10853",577323.95166,2852915.1906,110924,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",654.9375,111.81203,577323.95166,2852915.1906
"10861",574512.47628,2852947.88807,113098,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4089.80273,250.62011,574512.47628,2852947.88807
"10867",578104.28644,2852960.20764,113172,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4401.07422,286.88895,578104.28644,2852960.20764
"10888",576825.09396,2853119.65813,113675,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",848.7168,133.56251,576825.09396,2853119.65813
"10895",577568.20869,2853349.02894,113853,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",5269.33203,316.61294,577568.20869,2853349.02894
"10900",577889.67071,2852446.38825,113895,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1320.69531,144.12911,577889.67071,2852446.38825
"10901",579205.58105,2853294.98759,113936,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",8642.95117,435.74177,579205.58105,2853294.98759
"10903",579497.25519,2851258.71922,113958,113,"Office Building.",2284.37891,192.07874,579497.25519,2851258.71922
"10907",579517.68801,2853518.60013,112010,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4853.22656,414.68748,579517.68801,2853518.60013
"10914",576477.11551,2854728.18285,112282,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3618.35352,262.61881,576477.11551,2854728.18285
"10939",577830.83922,2852224.75365,112874,113,"Office Building.",6641.31641,345.10161,577830.83922,2852224.75365
"10966",576638.42594,2853204.45787,115496,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",9763.75195,495.94695,576638.42594,2853204.45787
"10972",577847.39655,2853732.19919,115685,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2691.78711,205.7229,577847.39655,2853732.19919
"10979",576451.72225,2853162.27526,115994,342,"Industrial Intensive, Office type of use",885.64062,137.30866,576451.72225,2853162.27526
"10981",579500.10857,2853938.24754,114076,113,"Office Building.",458.47266,115.82604,579500.10857,2853938.24754
"10982",576422.04278,2853302.61424,114105,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1331.26562,151.4155,576422.04278,2853302.61424
"10983",575506.29763,2853044.61568,114120,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",16055.93945,683.43085,575506.29763,2853044.61568
"10992",578136.19609,2853377.21554,114301,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",7963.88867,484.01781,578136.19609,2853377.21554
"10993",578172.7928,2851386.96235,114315,113,"Office Building.",772.70117,124.02537,578172.7928,2851386.96235
"11013",577550.05958,2852242.14987,116034,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2843.42188,294.0633,577550.05958,2852242.14987
"11032",578364.63772,2852065.05633,116471,450,"Governmental/Public Administration (Other than Military or Penal).",31778.22852,718.0583,578364.63772,2852065.05633
"11037",578290.90713,2853430.77705,116620,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3351.60938,262.10403,578290.90713,2853430.77705
"11043",578595.42669,2853442.8719,116814,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2555.36523,223.37856,578595.42669,2853442.8719
"11048",576783.72793,2852974.60533,116910,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2103.5625,184.24808,576783.72793,2852974.60533
"11155",578918.88667,2853484.50137,117268,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4076.23633,338.0211,578918.88667,2853484.50137
"11164",579511.82216,2853286.26838,117368,339,"Industrial Extensive",5036.35938,322.76653,579511.82216,2853286.26838
"11184",578490.25638,2853338.79649,117541,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3297.68359,244.18647,578490.25638,2853338.79649
"11196",576063.98294,2853081.82504,117638,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",9431.49805,495.48945,576063.98294,2853081.82504
"11231",577669.11222,2853206.64453,120071,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1630.77734,164.61761,577669.11222,2853206.64453
"11355",576267.55711,2851576.6295,118524,113,"Office Building.",3095.05469,227.99366,576267.55711,2851576.6295
"11421",574738.19651,2854719.27909,121133,339,"Industrial Extensive",6997.7168,549.46607,574738.19651,2854719.27909
"11436",579375.14898,2854085.93111,121254,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",5137.76953,320.30174,579375.14898,2854085.93111
"11742",577883.7397,2852807.9617,123668,113,"Office Building.",2279.32031,190.92934,577883.7397,2852807.9617
"11764",578155.95519,2852120.5611,123989,113,"Office Building.",1595.4082,164.25259,578155.95519,2852120.5611
"11824",576818.58883,2853709.57086,125836,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",626.10156,119.13154,576818.58883,2853709.57086
"12049",578312.77403,2848104.8617,2436,113,"Office Building.",4197.01953,284.06179,578312.77403,2848104.8617
"12074",578627.2798,2849833.22791,1490,113,"Office Building.",1325.36914,200.07246,578627.2798,2849833.22791
"12085",579424.99379,2848712.57797,74,113,"Office Building.",1841.97266,172.3766,579424.99379,2848712.57797
"12096",579601.55281,2850698.42906,876,113,"Office Building.",445.93359,89.79101,579601.55281,2850698.42906
"12099",580490.15115,2851182.37465,3093,450,"Governmental/Public Administration (Other than Military or Penal).",16774.14258,538.9942,580490.15115,2851182.37465
"12109",580550.56233,2849815.48909,3984,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",769.91602,125.93747,580550.56233,2849815.48909
"12148",579481.22459,2848746.94792,7778,113,"Office Building.",956.74219,124.43335,579481.22459,2848746.94792
"12153",580669.65226,2851229.11509,6059,450,"Governmental/Public Administration (Other than Military or Penal).",5.88867,12.65492,580669.65226,2851229.11509
"12163",579725.26057,2850296.23218,6603,450,"Governmental/Public Administration (Other than Military or Penal).",8499.59375,371.13518,579725.26057,2850296.23218
"12167",579452.04343,2850626.36483,6889,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",773.68945,126.0475,579452.04343,2850626.36483
"12241",579756.67119,2849871.09556,11303,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4927.42578,297.32878,579756.67119,2849871.09556
"12263",580203.80383,2849318.94733,10331,113,"Office Building.",372.06055,94.85948,580203.80383,2849318.94733
"12287",578465.86898,2850544.63668,12556,113,"Office Building.",799.87891,126.89804,578465.86898,2850544.63668
"12289",579170.80491,2848419.33983,12645,113,"Office Building.",1379.17578,146.23422,579170.80491,2848419.33983
"12291",579874.09353,2850719.35575,12879,113,"Office Building.",587.9707,103.22555,579874.09353,2850719.35575
"12302",580418.65272,2849201.93996,13289,113,"Office Building.",1698.95508,188.25942,580418.65272,2849201.93996
"12304",578512.05115,2850546.00131,13423,113,"Office Building.",844.73242,130.72126,578512.05115,2850546.00131
"12321",580687.21883,2851299.83257,14059,113,"Office Building.",4602.39844,283.76628,580687.21883,2851299.83257
"12339",579786.54223,2848872.03672,15117,113,"Office Building.",4051.04492,271.87287,579786.54223,2848872.03672
"12376",580526.69228,2850657.96991,17233,450,"Governmental/Public Administration (Other than Military or Penal).",2554.23633,219.88803,580526.69228,2850657.96991
"12405",578478.20433,2848165.19431,19591,113,"Office Building.",1995.43945,195.56521,578478.20433,2848165.19431
"12459",579714.07456,2848105.23691,21867,113,"Office Building.",3709.89648,254.15036,579714.07456,2848105.23691
"12483",580437.0394,2849655.52798,22336,450,"Governmental/Public Administration (Other than Military or Penal).",0.78516,273.52959,580437.0394,2849655.52798
"12487",580676.92358,2850664.27249,22538,450,"Governmental/Public Administration (Other than Military or Penal).",5184.72266,289.16767,580676.92358,2850664.27249
"12489",580422.56173,2849982.8007,22708,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1062.24609,160.43546,580422.56173,2849982.8007
"12507",580725.70227,2849265.76926,23478,113,"Office Building.",4970.21484,297.81609,580725.70227,2849265.76926
"12522",580428.7139,2850104.91202,25266,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",58.42383,39.26588,580428.7139,2850104.91202
"12524",580321.59778,2851164.36836,25330,450,"Governmental/Public Administration (Other than Military or Penal).",20959.3457,586.66031,580321.59778,2851164.36836
"12537",580107.40219,2850817.10923,26064,450,"Governmental/Public Administration (Other than Military or Penal).",3788.7793,240.96837,580107.40219,2850817.10923
"12558",580317.188,2851284.92958,24001,450,"Governmental/Public Administration (Other than Military or Penal).",16347.45508,531.974,580317.188,2851284.92958
"12596",578627.65955,2849744.14487,28252,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",865.45898,125.61278,578627.65955,2849744.14487
"12609",580358.69308,2850654.89027,29135,113,"Office Building.",2601.29688,221.94011,580358.69308,2850654.89027
"12626",580530.2013,2850918.55761,29879,450,"Governmental/Public Administration (Other than Military or Penal).",19765.94531,618.69595,580530.2013,2850918.55761
